,subsr,asset_nm,ct_cl,genre_of_ct_cl,use_tms,SMRY,ACTR_DISP,disp_rtm,strt_dt,month,disp_rtm_s,asset_nm_new,date,day,hour,runningtime,weather,year
5016,61683000,사장님 귀는 당나귀 귀 224회(23/09/10),TV 연예/오락,기타,4980,1. 추성훈 - 추 보스의 부산 전지훈련 마지막 이야기! 2. 김수미 - [가문의 영광 : 리턴즈] 영화 현장에서 펼쳐지는 김수미의 양아들 유니버스?! 3. 이연복 - 중식 대가 이연복이 개최한 특별한 어린이 쿠킹 클래스!,"전현무,김숙,허재,김희철",1:23,20230911110113,9,4980,사장님귀는당나귀귀,2023-09-11,월,11,90분이하,흐림,
5017,64154000,삼시세끼 어촌편 3 10회,TV 연예/오락,기타,1239,"자연산 낙지 탕탕이와 불맛으로 매콤하게 볶아낸 주꾸미 삼겹살. 침샘어택 비주얼을 공개한다. NEW 득량템 등장, 겨울 바다의 선물! 굴을 캐러 새벽 노동까지 나서는 에세프. 한평생 굴을 싫어하는 서지니도 반한 굴국밥의 맛. 중독적인 맛의 캘리포니아 밥까지!","이서진,에릭,윤균상",1:32,20230920132958,9,5520,삼시세끼어촌편3,2023-09-20,수,13,120분이하,비,
5018,66110000,(HD)속풀이쇼 동치미 513회(22/09/10),TV 연예/오락,기타,4920,"여보, 올해 고향은 혼자 내려가. 이제는 명절에 친정 먼저 내려가고 싶다는 아내와 당연히 시댁부터 먼저 가야 한다는 남편 간의 치열한 공방전!","박수홍,최은경",1:22,20230902215406,9,4920,속풀이쇼동치미,2023-09-02,토,21,90분이하,맑음,
5019,66110000,(HD)속풀이쇼 동치미 513회(22/09/10),TV 연예/오락,기타,4920,"여보, 올해 고향은 혼자 내려가. 이제는 명절에 친정 먼저 내려가고 싶다는 아내와 당연히 시댁부터 먼저 가야 한다는 남편 간의 치열한 공방전!","박수홍,최은경",1:22,20230903210353,9,4920,속풀이쇼동치미,2023-09-03,일,21,90분이하,비,
5020,61227000,(HD)SBS인기가요 1190회(23/07/02),TV 연예/오락,기타,133,"김성규, 김재환, T HE NEW SIX, Lapillus(라필루스), LUN8(루네이트), SHINee (샤이니), 앤팀, ATEEZ(에이티즈), 8TURN(에잇턴), YENA(최예나), 위아이(WEi), 유키스(UKISS), +(KR)ystal Eyes, TREASURE (T5), Hi-Fi Un!corn, 한승우.","연준,노정의,서범준",1:07,20230927204515,9,4020,SBS인기가요,2023-09-27,수,20,90분이하,비,
5021,65443000,미스터 로또 09회(23/07/06),TV 연예/오락,기타,6480,"그들이 돌아왔다! 미스터트롯2의 춤신춤왕! 칼군무 트롯 퍼포먼스의 진수를 보여주마! 비주얼, 노래, 춤, 몸 네박자를 고루 갖춘 용병들!","김성주,붐,안성훈,박지현,진해성,나상도,최수호,진욱,박성온,박서진,김용필,재하",1:48,20230910115839,9,6480,미스터로또,2023-09-10,일,11,120분이하,흐림,
5022,60593000,놀면 뭐하니? 204회(23/09/09),TV 연예/오락,기타,4200,놀뭐 대행 주식회사. 7년 만에 썸이 찾아온 의뢰인 썸녀와의 서울 데이트 코스 짜주세요! 남산으로 가라! 이거 남산에 가서 틀면 미친다~ 음악 하나로 그 시절 GO BACK~! 우리 세대만의 낭만이 있다 이거야~ 썸의 종지부 찍으러 뽀시래기들이 간다.,"유재석,하하,박진주,이이경,미주,주우재",1:10,20230913011545,9,4200,놀면뭐하니?,2023-09-13,수,1,90분이하,비,
5023,63411000,(HD)TV동물농장 1134회(23/08/20),TV 연예/오락,기타,1605,1. 강태공 보솜이의 보솜 투어부터 팬서비스까지~ 연예견의 일상을 쫓아서. 2. 아이바오 쌍둥이 자매 육아기 - 슈퍼스타 판다 패밀리의 새 쌍둥이 자매가 떴다! 쌍둥이 육아부터 생일파티까지 스페셜한 일상! 3. 하반신을 다쳐 제대로 걷지 못하는 새끼 고양이 로또의 이야기.,"신동엽,정선희,토니안 ,조이",1:05,20230930150935,9,3900,TV동물농장,2023-09-30,토,15,90분이하,비,
5024,67055000,(HD)TV동물농장 1134회(23/08/20),TV 연예/오락,기타,1542,1. 강태공 보솜이의 보솜 투어부터 팬서비스까지~ 연예견의 일상을 쫓아서. 2. 아이바오 쌍둥이 자매 육아기 - 슈퍼스타 판다 패밀리의 새 쌍둥이 자매가 떴다! 쌍둥이 육아부터 생일파티까지 스페셜한 일상! 3. 하반신을 다쳐 제대로 걷지 못하는 새끼 고양이 로또의 이야기.,"신동엽,정선희,토니안 ,조이",1:05,20230907025144,9,3900,TV동물농장,2023-09-07,목,2,90분이하,맑음,
5025,67055000,(HD)TV동물농장 1134회(23/08/20),TV 연예/오락,기타,3644,1. 강태공 보솜이의 보솜 투어부터 팬서비스까지~ 연예견의 일상을 쫓아서. 2. 아이바오 쌍둥이 자매 육아기 - 슈퍼스타 판다 패밀리의 새 쌍둥이 자매가 떴다! 쌍둥이 육아부터 생일파티까지 스페셜한 일상! 3. 하반신을 다쳐 제대로 걷지 못하는 새끼 고양이 로또의 이야기.,"신동엽,정선희,토니안 ,조이",1:05,20230921110015,9,3900,TV동물농장,2023-09-21,목,11,90분이하,비,
5026,60918000,(HD)TV동물농장 1134회(23/08/20),TV 연예/오락,기타,2513,1. 강태공 보솜이의 보솜 투어부터 팬서비스까지~ 연예견의 일상을 쫓아서. 2. 아이바오 쌍둥이 자매 육아기 - 슈퍼스타 판다 패밀리의 새 쌍둥이 자매가 떴다! 쌍둥이 육아부터 생일파티까지 스페셜한 일상! 3. 하반신을 다쳐 제대로 걷지 못하는 새끼 고양이 로또의 이야기.,"신동엽,정선희,토니안 ,조이",1:05,20230910120829,9,3900,TV동물농장,2023-09-10,일,12,90분이하,흐림,
5027,62353000,(HD)TV동물농장 1134회(23/08/20),TV 연예/오락,기타,3900,1. 강태공 보솜이의 보솜 투어부터 팬서비스까지~ 연예견의 일상을 쫓아서. 2. 아이바오 쌍둥이 자매 육아기 - 슈퍼스타 판다 패밀리의 새 쌍둥이 자매가 떴다! 쌍둥이 육아부터 생일파티까지 스페셜한 일상! 3. 하반신을 다쳐 제대로 걷지 못하는 새끼 고양이 로또의 이야기.,"신동엽,정선희,토니안 ,조이",1:05,20230913115131,9,3900,TV동물농장,2023-09-13,수,11,90분이하,비,
5028,67055000,(HD)TV동물농장 1134회(23/08/20),TV 연예/오락,기타,1168,1. 강태공 보솜이의 보솜 투어부터 팬서비스까지~ 연예견의 일상을 쫓아서. 2. 아이바오 쌍둥이 자매 육아기 - 슈퍼스타 판다 패밀리의 새 쌍둥이 자매가 떴다! 쌍둥이 육아부터 생일파티까지 스페셜한 일상! 3. 하반신을 다쳐 제대로 걷지 못하는 새끼 고양이 로또의 이야기.,"신동엽,정선희,토니안 ,조이",1:05,20230904194541,9,3900,TV동물농장,2023-09-04,월,19,90분이하,비,
5029,64659000,과몰입 인생사 02회(23/09/05),TV 연예/오락,기타,4140,"제2차 세계대전 중, 천재 과학자로 살아보기! 크리스토퍼 놀란 감독의 역작 오펜하이머의 실제 인생은? 숨 막히는 딜레마 속에 완성된 핵폭탄 탄생! 오펜하이머의 선택이 달랐다면 어쩌면 한국 전쟁은 일어나지 않았다? 세계정세의 판도를 뒤집은 오펜하이머의 운명적 선택은?","이용진,이현이,이은지",1:09,20230909071429,9,4140,과몰입인생사,2023-09-09,토,7,90분이하,맑음,
5030,64659000,트롯 전국체전 13회,TV 연예/오락,기타,389,2부. 3라운드 1대1 데스매치 너 나와! 둘 중 한 명은 무조건 탈락하는 자존심을 건 한판 승부! 살 떨리고 피 튀기는 죽음의 문턱에서 살아남을 승자는 과연 누구? 한 치 앞도 예상할 수 없는 1대1 데스매치 마지막 이야기. Coming Soon~!,"주현미,김수희,조항조,김범룡,남진,설운도,고두심,김연자",1:21,20230912223210,9,4860,트롯전국체전,2023-09-12,화,22,90분이하,흐림,
5031,65015000,미스터트롯2 10회(23/02/23),TV 연예/오락,기타,2249,"TOP10을 향한 질주, 1:1 라이벌 매치가 시작된다. 외나무다리에서 만난 최강 라이벌, 오늘은 꼭 꺾어야만 한다! 속도 제한 없는 농밀한 퍼포먼스부터 브레이크 없는 폭발적인 가창력까지. 남은 자리는 단 10개. 실력자 6명이 이 무대에서 떨어진다.","김성주,마스터군단",2:50,20230903190354,9,10200,미스터트롯2,2023-09-03,일,19,120분이상,비,
5032,65015000,미스터트롯2 10회(23/02/23),TV 연예/오락,기타,943,"TOP10을 향한 질주, 1:1 라이벌 매치가 시작된다. 외나무다리에서 만난 최강 라이벌, 오늘은 꼭 꺾어야만 한다! 속도 제한 없는 농밀한 퍼포먼스부터 브레이크 없는 폭발적인 가창력까지. 남은 자리는 단 10개. 실력자 6명이 이 무대에서 떨어진다.","김성주,마스터군단",2:50,20230903001413,9,10200,미스터트롯2,2023-09-03,일,0,120분이상,비,
5033,64659000,과몰입 인생사 01회(23/08/31),TV 연예/오락,기타,4686,"팝의 전설 마이클 잭슨. 1958년 8월, 인디애나주 개리라는 소도시에서 태어난 흑인 소년은, 뛰어난 재능으로 킹 오브 팝이라는 대체 불가능한 수식어의 가수로 성장한다. 하지만 유명세의 대가를 치르듯, 그의 삶은 순식간에 감당할 수 없는 사고와 루머로 얼룩지게 되는데...","이용진,이현이,이은지",1:19,20230909055620,9,4740,과몰입인생사,2023-09-09,토,5,90분이하,맑음,
5034,65265000,(HD)미운우리새끼 355회(23/08/06),TV 연예/오락,기타,325,1. 박선영. 원조 잘생쁨 골 때리는 배우 박선영의 숨 돌릴 틈 없이 바쁜 일상 대공개! 2. 김종국. 만나기만 하면 불호맨스 케미 뽐내는 종국X태현의 대환장 여름휴가 커밍 쑨~ 3. 김준호. 지난주에 이어 본격적으로 시작된 강호팀 VS FC 미우새 팀의 축구 경기! 그 결과는?,"신동엽,서장훈",1:43,20230910171042,9,6180,미운우리새끼,2023-09-10,일,17,120분이하,흐림,
5035,65265000,(HD)미운우리새끼 355회(23/08/06),TV 연예/오락,기타,6180,1. 박선영. 원조 잘생쁨 골 때리는 배우 박선영의 숨 돌릴 틈 없이 바쁜 일상 대공개! 2. 김종국. 만나기만 하면 불호맨스 케미 뽐내는 종국X태현의 대환장 여름휴가 커밍 쑨~ 3. 김준호. 지난주에 이어 본격적으로 시작된 강호팀 VS FC 미우새 팀의 축구 경기! 그 결과는?,"신동엽,서장훈",1:43,20230924220450,9,6180,미운우리새끼,2023-09-24,일,22,120분이하,맑음,
5036,63101000,홍김동전 49회(23/08/17),TV 연예/오락,기타,3840,[꿈은 이루어진다] 스포츠 스타들 속 숨어든 프락치! 승부 조작범 프락치를 찾아라 특집! 배우 이상엽 X 위너 김진우 X 트와이스 지효 홍김동전과 함께 스포츠 스타로 변신! 그.런.데 이들 중 남몰래 승부 조작을 하는 프락치가 숨어있다?!,"홍진경,김숙,조세호,주우재,장우영",1:04,20230907091414,9,3840,홍김동전,2023-09-07,목,9,90분이하,맑음,
5037,65624000,전국 노래 자랑 2126회(22/10/16),TV 연예/오락,기타,5220,전국노래자랑 [경기도 하남시] 편.,김신영,1:27,20230909122731,9,5220,전국노래자랑,2023-09-09,토,12,90분이하,맑음,
5038,61141000,장미꽃 필 무렵 08회(23/08/08),TV 연예/오락,기타,2460,"신에손 손태진, 신성, 에녹과 민수현, 김중연이 강원도 인제에서 3:3 슈팅 서바이벌 게임과 최고 시속 170km의 서킷 택시를 즐기는 모습으로 눈과 귀가 즐거운 대리 휴가를 선사한다. 지금 바로 장필무 전에 참전해 주세요라는 미션 카드가 전달되는데...","손태진,신성,에녹,민수현,김중연,박민수,공훈",0:41,20230903201822,9,2460,장미꽃필무렵,2023-09-03,일,20,60분이하,비,
5039,61141000,장미꽃 필 무렵 08회(23/08/08),TV 연예/오락,기타,104,"신에손 손태진, 신성, 에녹과 민수현, 김중연이 강원도 인제에서 3:3 슈팅 서바이벌 게임과 최고 시속 170km의 서킷 택시를 즐기는 모습으로 눈과 귀가 즐거운 대리 휴가를 선사한다. 지금 바로 장필무 전에 참전해 주세요라는 미션 카드가 전달되는데...","손태진,신성,에녹,민수현,김중연,박민수,공훈",0:41,20230903173234,9,2460,장미꽃필무렵,2023-09-03,일,17,60분이하,비,
5040,61141000,장미꽃 필 무렵 08회(23/08/08),TV 연예/오락,기타,2460,"신에손 손태진, 신성, 에녹과 민수현, 김중연이 강원도 인제에서 3:3 슈팅 서바이벌 게임과 최고 시속 170km의 서킷 택시를 즐기는 모습으로 눈과 귀가 즐거운 대리 휴가를 선사한다. 지금 바로 장필무 전에 참전해 주세요라는 미션 카드가 전달되는데...","손태진,신성,에녹,민수현,김중연,박민수,공훈",0:41,20230917214254,9,2460,장미꽃필무렵,2023-09-17,일,21,60분이하,비,
5041,60918000,전지적 참견 시점 259회(23/08/12),TV 연예/오락,기타,3837,"민우혁, 백예리 매니저 n 조현아, 류호원 매니저. 특별한 손님맞이를 앞두고, 바쁘다 바빠! 우혁네 3대 부자~ 우혁 아버지표 비법 소스로 일타 쌍피 요리 완성?! 상다리 휘는 진수성찬! 우혁이 전수하는 예리 사용 설명서까지!","이영자,전현무,송은이,양세형,유병재,이승윤",1:38,20230902143651,9,5880,전지적참견시점,2023-09-02,토,14,120분이하,맑음,
5042,65265000,(HD)미운우리새끼 356회(23/08/13),TV 연예/오락,기타,6120,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.,"신동엽,서장훈",1:42,20230930160931,9,6120,미운우리새끼,2023-09-30,토,16,120분이하,비,
5043,65265000,(HD)미운우리새끼 356회(23/08/13),TV 연예/오락,기타,68,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.,"신동엽,서장훈",1:42,20230924235134,9,6120,미운우리새끼,2023-09-24,일,23,120분이하,맑음,
5044,64154000,벌거벗은 한국사 60회(23/06/14),TV 연예/오락,기타,4200,"왕건의 손녀 천추태후는 왜 고려의 요부라 불렸나. 고려를 건국한 태조 왕건의 손녀딸이자 고려 제5대 왕 경종의 아내, 고려 제6대 왕 성종의 여동생, 고려 제7대 왕 목종의 어머니였던 천추태후! 천추태후는 왜 고려의 요부라 불리게 된 걸까?","최태성,김동현,장예원,조나단",1:10,20230906122156,9,4200,벌거벗은한국사,2023-09-06,수,12,90분이하,맑음,
5045,64154000,벌거벗은 한국사 62회(23/06/28),TV 연예/오락,기타,4260,범죄와의 전쟁! 임꺽정은 어떻게 희대의 도주극을 벌였나. 탐관오리를 혼내주고 백성을 돕는 의적으로 알려진 임꺽정! 그런데..! 조선왕조실록 속의 임꺽정은 정. 반. 대! 임꺽정은 조선을 공포에 몰아넣은 흉악한 도적이었다?!,"최태성,김동현,장예원,조나단",1:11,20230906145129,9,4260,벌거벗은한국사,2023-09-06,수,14,90분이하,맑음,
5046,60593000,(HD)황금어장-라디오스타 834회(23/09/20),TV 연예/오락,기타,5040,"오 마이 케미~ 살짝 통했어 특집. 장르 불문! 모든 음악과 케미 터트리는 국민 디바! 백지영. 데뷔 29년 차, 미우새로 더 유명해진 배우! 임원희. 이미지 변신한 지천명 라이징스타! 정석용. 오마이걸보다 지락실로 더 유명해진 예능 대세! 미미.","김국진,김구라,안영미,유세윤",1:24,20230923095637,9,5040,황금어장-라디오스타,2023-09-23,토,9,90분이하,맑음,
5047,64154000,골 때리는 그녀들 58회(22/09/07),TV 연예/오락,기타,5580,"골때녀의 근본! 초대 우승팀의 귀환. 젊은 피 and 피지컬 만렙 뉴 페이스로 전력 상승한 FC불나방! VS 초대 챔피언의 위상에도 기죽지 않는 패기 갑! FC발라드림. 승격 or 강등, 두 갈림길 앞에 선 운명의 승.강.전. 과연 슈퍼리그행 꼬리 칸에 탑승할 행운의 팀은?!","이수근,배성재",1:33,20230905050015,9,5580,골때리는그녀들,2023-09-05,화,5,120분이하,비,
5048,64154000,놀면 뭐하니? 199회(23/08/05),TV 연예/오락,기타,4435,놀면 뭐하니? 4주년을 축하합니다. 미션을 성공하면 원하는 휴가를 보내주마! 여름휴가 가는 게 쉬운 줄 알아? 한 순간도 긴장을 늦춰선 안 돼. 한 치 앞도 볼 수 없고 닿을 듯 말 듯한 여름휴가의 꿈! 우리 휴가 갈 수 있을까...?,"유재석,하하,박진주,이이경,미주,주우재",1:18,20230917115431,9,4680,놀면뭐하니?,2023-09-17,일,11,90분이하,비,
5049,64154000,삼시세끼 어촌편 2 02회,TV 연예/오락,기타,5164,"지난주, 장독뱀 사건으로 혹독한 신고식을 치른 형식. 그러나 그의 수난은 아직도 끝나지 않았다. 한편, 차줌마 잔소리를 피해 떠난 갯바위 낚시. 초조하게 만재도 여름 첫 낚시에 도전한 해진과 마냥 해맑기만 한 초보 낚시꾼 형식. 과연, 그들은 낚시에 성공할 수 있을까.","차승원,유해진,손호준",1:27,20230918134648,9,5220,삼시세끼어촌편2,2023-09-18,월,13,90분이하,흐림,
5050,64154000,삼시세끼 어촌편 2 02회,TV 연예/오락,기타,3281,"지난주, 장독뱀 사건으로 혹독한 신고식을 치른 형식. 그러나 그의 수난은 아직도 끝나지 않았다. 한편, 차줌마 잔소리를 피해 떠난 갯바위 낚시. 초조하게 만재도 여름 첫 낚시에 도전한 해진과 마냥 해맑기만 한 초보 낚시꾼 형식. 과연, 그들은 낚시에 성공할 수 있을까.","차승원,유해진,손호준",1:27,20230918123416,9,5220,삼시세끼어촌편2,2023-09-18,월,12,90분이하,흐림,
5051,61141000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,1120,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230913203438,9,7320,불타는장미단,2023-09-13,수,20,120분이상,비,
5052,61141000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,1367,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230908220829,9,7320,불타는장미단,2023-09-08,금,22,120분이상,맑음,
5053,61141000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,1268,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230913210208,9,7320,불타는장미단,2023-09-13,수,21,120분이상,비,
5054,61141000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,3915,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230923170800,9,7320,불타는장미단,2023-09-23,토,17,120분이상,맑음,
5055,61141000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,5347,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230914203341,9,7320,불타는장미단,2023-09-14,목,20,120분이상,흐림,
5056,61141000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,5970,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230909092845,9,7320,불타는장미단,2023-09-09,토,9,120분이상,맑음,
5057,64764000,불타는 장미단 18회(23/08/15),TV 연예/오락,기타,3206,"불타는 트롯맨 오디션 준비부터 장장 1년! 열심히 달려온 TOP7의 몸과 마음, 그리고 시청자들을 향한 사랑을 점검하고자! 긴급 총회가 열렸다! 2023년 불타는 장미단 - 불타는 총회! TOP7, 건강검진 실시하다!?","이석훈,신유,박현빈,손태진,신성,김중연,민수현,박민수,공훈,에녹",2:02,20230911125057,9,7320,불타는장미단,2023-09-11,월,12,120분이상,흐림,
5058,64984000,개는 훌륭하다 188회(23/08/28),TV 연예/오락,기타,3600,평소에는 애교 만점 막내아들이지만 문밖만 나서면 묻지 마 공격 견?! 사람들을 공격해 동네 산책 불가! 매일 산책 원정을 떠나야 하는 급발진 보더콜리 산이! 과연 급발진 견 산이네 가족의 예견된 미래는 바뀔 수 있을지?!,"강형욱,이경규,박세리",1:00,20230901071914,9,3600,개는훌륭하다,2023-09-01,금,7,60분이하,맑음,
5059,64984000,개는 훌륭하다 188회(23/08/28),TV 연예/오락,기타,3600,평소에는 애교 만점 막내아들이지만 문밖만 나서면 묻지 마 공격 견?! 사람들을 공격해 동네 산책 불가! 매일 산책 원정을 떠나야 하는 급발진 보더콜리 산이! 과연 급발진 견 산이네 가족의 예견된 미래는 바뀔 수 있을지?!,"강형욱,이경규,박세리",1:00,20230928115939,9,3600,개는훌륭하다,2023-09-28,목,11,60분이하,흐림,
5060,65443000,(HD)쇼음악중심 779회(22/09/24),TV 연예/오락,기타,1204,NCT 127 . NMIXX . 이진혁 . 최유정 . 김재환 . 원어스(ONEUS) . 로켓펀치 . 라필루스 . Billlie . TEMPEST(템페스트) . 팔칠댄스(87dance) . mimiirose . 권민제 . 강민재,"정우,민주,리노",1:10,20230903150659,9,4200,쇼음악중심,2023-09-03,일,15,90분이하,비,
5061,65015000,미스터 로또 18회(23/09/07),TV 연예/오락,기타,675,"이름만 들어도 반가운 스타들이 왔다! 레트로 슈퍼스타 특집! 모두가 따라 부르는 그 시절 노래부터 황금기사단과 TOP7이 함께 재연한 무대까지! 하지만, 경쟁은 계속된다. 공동 꼴찌! 이제 끝을 보자! 김용필 vs 박지현 이들 중에 단독 꼴찌의 주인공은?","김성주,붐,안성훈,박지현,진해성,나상도,최수호,진욱,박성온,박서진,김용필,재하",1:53,20230929140124,9,6780,미스터로또,2023-09-29,금,14,120분이하,흐림,
5062,65443000,미스터 로또 02회(23/05/18),TV 연예/오락,기타,7500,"황금 기사단장 박서진이 이를 악물고 특별한 용병들을 모셨다! 송가인부터 김호중, 영기, 나태주까지 안성훈을 사랑(?)하고, 낱낱이 알고 있는 특별한 인연들이 왔다!","김성주,붐,안성훈,박지현,진해성,나상도,최수호,진욱,박성온,박서진,김용필,재하",2:05,20230907160827,9,7500,미스터로또,2023-09-07,목,16,120분이상,맑음,
5063,64659000,트롯 전국체전 11회,TV 연예/오락,기타,554,2부. 록계의 살아있는 전설 YB 밴드가 떴다? 드디어 끝난 2라운드 지역별 팀 대결! 이번엔 둘 중 한 명만 살아남는다! 자존심을 건 3라운드 1 대 1 데스매치 START! 누군가는 반드시 탈락하는 모두를 숨 멎게 한 잔혹한 데스매치 속 살아남을 승자는 과연 누구일지?!,"주현미,김수희,조항조,김범룡,남진,설운도,고두심,김연자",1:30,20230912222148,9,5400,트롯전국체전,2023-09-12,화,22,90분이하,흐림,
5064,61065000,(HD)런닝맨 631회(22/12/04),TV 연예/오락,기타,5220,월드컵 첫 승 가나? - 입으로 하는 축구 랭킹 1위와 누추한 걸음 해주신 과몰입 위원장. 끈질기게 단체관람을 부추기던 위원장님. 드디어 소원 성취! 목 터지게 응원하고 귀 터지게 수다 떨고 배 터지게 야식도 먹을 예정! 월드컵도 런닝맨과 함께♥,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",1:27,20230916213254,9,5220,런닝맨,2023-09-16,토,21,90분이하,비,
5065,64385000,(HD)복면가왕 409회(23/06/11),TV 연예/오락,기타,1220,"남녀노소 불문 애절한 목소리로 전 세대를 사로잡으며 장기 가왕 반열에 진입한 팔색조! 추억이 깃든 노래에 눈시울을 붉힌 판정단들! 현장을 감동의 쓰나미로 빠트린 무대 대공개! 윤상, 이분이 바로 결승전에 진출할 실력자! 그가 아낌없는 찬사를 보낸 복면가수의 정체는?!","김성주,김구라",1:31,20230915115618,9,5460,복면가왕,2023-09-15,금,11,120분이하,비,
5066,64130000,신발 벗고 돌싱포맨 104회(23/08/29),TV 연예/오락,기타,4151,거침없는 돌싱포맨 저격수들 장동민X솔비X김새롬! 결혼 3년 차 장동민이 신혼임에도 불구하고 아내와의 각방을 고민했던 충격 이유는?! 깜짝 열애 소식 공개와 함께 찾아온 김새롬의 상상 초월 플러팅 스킬 대공개! 떡잎부터 남달랐던 솔비의 역대급 인기 폭발 에피소드까지!,"탁재훈,임원희,이상민,김준호",1:10,20230908201633,9,4200,신발벗고돌싱포맨,2023-09-08,금,20,90분이하,맑음,
5067,62421000,신발 벗고 돌싱포맨 104회(23/08/29),TV 연예/오락,기타,1771,거침없는 돌싱포맨 저격수들 장동민X솔비X김새롬! 결혼 3년 차 장동민이 신혼임에도 불구하고 아내와의 각방을 고민했던 충격 이유는?! 깜짝 열애 소식 공개와 함께 찾아온 김새롬의 상상 초월 플러팅 스킬 대공개! 떡잎부터 남달랐던 솔비의 역대급 인기 폭발 에피소드까지!,"탁재훈,임원희,이상민,김준호",1:10,20230907080547,9,4200,신발벗고돌싱포맨,2023-09-07,목,8,90분이하,맑음,
5068,62421000,신발 벗고 돌싱포맨 104회(23/08/29),TV 연예/오락,기타,3237,거침없는 돌싱포맨 저격수들 장동민X솔비X김새롬! 결혼 3년 차 장동민이 신혼임에도 불구하고 아내와의 각방을 고민했던 충격 이유는?! 깜짝 열애 소식 공개와 함께 찾아온 김새롬의 상상 초월 플러팅 스킬 대공개! 떡잎부터 남달랐던 솔비의 역대급 인기 폭발 에피소드까지!,"탁재훈,임원희,이상민,김준호",1:10,20230907175345,9,4200,신발벗고돌싱포맨,2023-09-07,목,17,90분이하,맑음,
5069,64385000,블랙2 : 영혼파괴자들 01회(23/03/25),TV 연예/오락,기타,281,"교회의 탈을 쓴 인간사육장. 20년 전, 홈스쿨링으로 좋은 교육을 해주겠다며 부모들을 유혹해 어린아이들을 도맡아 키우기 시작한 목사. 하지만 목사 일가는 성 착취, 노동 착취, 폭행을 일삼는 범죄 집단이었다. 심지어 신도의 탈출을 막기 위해 이것까지 시켰다는데...","장진,장유정,양익준,김지훈,오대환,최영준",1:15,20230906111829,9,4500,블랙2:영혼파괴자들,2023-09-06,수,11,90분이하,맑음,
5070,64984000,개는 훌륭하다 09회,TV 연예/오락,기타,2346,"우리 동네 개 수업 경기도 시흥시 편! 1. 목욕도 싫어! 빗질도 싫어! 미용 포기한 입질견 리오와 피할 수 없는 목욕 대 전쟁! 2. 안 먹는 견, 겁 많은 견, 안 걷는 견! 한 집안에 문제(?) 견 3마리가 모여 산다!","강형욱,이경규,이유비",1:13,20230901183153,9,4380,개는훌륭하다,2023-09-01,금,18,90분이하,맑음,
