,subsr,SMRY
360,65526000,18년 전 도쿄에서 유학 중 받은 저주가 지금도 계속되고 있다는 사연이 소개된다. 일본어 통역사를 꿈꾸던 사연자는 부족한 생활비를 채우기 위해 고액의 번역 알바를 시작했다. 그런데 이키닌교(살아 있는 인형)라는 괴담을 번역할수록 소름 돋는 일들이 일어나고 만다.
361,66309000,18년 전 도쿄에서 유학 중 받은 저주가 지금도 계속되고 있다는 사연이 소개된다. 일본어 통역사를 꿈꾸던 사연자는 부족한 생활비를 채우기 위해 고액의 번역 알바를 시작했다. 그런데 이키닌교(살아 있는 인형)라는 괴담을 번역할수록 소름 돋는 일들이 일어나고 만다.
362,65183000,18년 전 도쿄에서 유학 중 받은 저주가 지금도 계속되고 있다는 사연이 소개된다. 일본어 통역사를 꿈꾸던 사연자는 부족한 생활비를 채우기 위해 고액의 번역 알바를 시작했다. 그런데 이키닌교(살아 있는 인형)라는 괴담을 번역할수록 소름 돋는 일들이 일어나고 만다.
363,65726000,18년 전 도쿄에서 유학 중 받은 저주가 지금도 계속되고 있다는 사연이 소개된다. 일본어 통역사를 꿈꾸던 사연자는 부족한 생활비를 채우기 위해 고액의 번역 알바를 시작했다. 그런데 이키닌교(살아 있는 인형)라는 괴담을 번역할수록 소름 돋는 일들이 일어나고 만다.
364,65726000,18년 전 도쿄에서 유학 중 받은 저주가 지금도 계속되고 있다는 사연이 소개된다. 일본어 통역사를 꿈꾸던 사연자는 부족한 생활비를 채우기 위해 고액의 번역 알바를 시작했다. 그런데 이키닌교(살아 있는 인형)라는 괴담을 번역할수록 소름 돋는 일들이 일어나고 만다.
365,60593000,여름방학 어촌편 - 런닝맨이 떴다. 다음날까지도 예측 불허한 이들의 하루. 금일봉을 가져갈 최후의 승자는? 그리고! 바다로 떠난 두 번째 여름방학! 흠뻑 빠져드는 바닷속 여행. 그러나 누군가는 최악의 새벽 벌칙을 받게 된다! 벌칙을 떠넘기기 위한 암흑 속 전쟁의 결말은?
366,60952000,"윈터 페스티벌. 서기, 별, 허경환과 함께 2023 겨울축제 화려하게 개막! 빙판에서 즐기는 스피드! 여기서만 맛보는 겨울 별미! 텐션 올리는 손님들과 그저 이 자리가 괴로운 한 사람... 굳이 여기까지 와서 싸우는 잉꼬부부! 아슬아슬한 이번 촬영, 무사히 마칠 수 있을까?"
367,64130000,"용인,광주 [첫 주택살이 결심! 찐 애청자 가족의 집 찾기] 오늘의 의뢰인은 인생 첫 주택살이를 결심한 애청자 4인 가족! 20년 넘게 한 아파트에만 살아온 네 가족은 파일럿 방송 때부터 지금까지 매주 일요일은 빠지지 않고 시청하며 첫 주택살이를 꿈꾸게 되었다는데!"
368,64130000,"용인,광주 [첫 주택살이 결심! 찐 애청자 가족의 집 찾기] 오늘의 의뢰인은 인생 첫 주택살이를 결심한 애청자 4인 가족! 20년 넘게 한 아파트에만 살아온 네 가족은 파일럿 방송 때부터 지금까지 매주 일요일은 빠지지 않고 시청하며 첫 주택살이를 꿈꾸게 되었다는데!"
369,64130000,"용인,광주 [첫 주택살이 결심! 찐 애청자 가족의 집 찾기] 오늘의 의뢰인은 인생 첫 주택살이를 결심한 애청자 4인 가족! 20년 넘게 한 아파트에만 살아온 네 가족은 파일럿 방송 때부터 지금까지 매주 일요일은 빠지지 않고 시청하며 첫 주택살이를 꿈꾸게 되었다는데!"
370,64130000,"용인,광주 [첫 주택살이 결심! 찐 애청자 가족의 집 찾기] 오늘의 의뢰인은 인생 첫 주택살이를 결심한 애청자 4인 가족! 20년 넘게 한 아파트에만 살아온 네 가족은 파일럿 방송 때부터 지금까지 매주 일요일은 빠지지 않고 시청하며 첫 주택살이를 꿈꾸게 되었다는데!"
371,64130000,"용인,광주 [첫 주택살이 결심! 찐 애청자 가족의 집 찾기] 오늘의 의뢰인은 인생 첫 주택살이를 결심한 애청자 4인 가족! 20년 넘게 한 아파트에만 살아온 네 가족은 파일럿 방송 때부터 지금까지 매주 일요일은 빠지지 않고 시청하며 첫 주택살이를 꿈꾸게 되었다는데!"
372,64130000,"용인,광주 [첫 주택살이 결심! 찐 애청자 가족의 집 찾기] 오늘의 의뢰인은 인생 첫 주택살이를 결심한 애청자 4인 가족! 20년 넘게 한 아파트에만 살아온 네 가족은 파일럿 방송 때부터 지금까지 매주 일요일은 빠지지 않고 시청하며 첫 주택살이를 꿈꾸게 되었다는데!"
373,64385000,"1. 산책 중인 토토 뒤를 졸졸 따라오는 의문의 견공! 과연 그 정체는? 2. 7꼬물이다~람쥐! - 7남매 육아는 뒷전, 혼자만의 시간을 즐기기 바쁜 엄마 수리! 과연 그 이유는? 3. 의문의 베들링턴테리어 - 강원도 한 산골 마을에 나타난 의문의 견공! 과연 그 정체는?"
374,64385000,"1. 산책 중인 토토 뒤를 졸졸 따라오는 의문의 견공! 과연 그 정체는? 2. 7꼬물이다~람쥐! - 7남매 육아는 뒷전, 혼자만의 시간을 즐기기 바쁜 엄마 수리! 과연 그 이유는? 3. 의문의 베들링턴테리어 - 강원도 한 산골 마을에 나타난 의문의 견공! 과연 그 정체는?"
375,64130000,1. 이천수 - 오랜만에 본가에 방문한 천수! 천수 모녀의 준만 X 희야 친해지길 바라~ 프로젝트! 2. 정태우 - 유방에 혹이 있다는 진단을 받은 인희. 이에 태우는 집안 살림을 책임지겠다 선언하는데... 3. 홍성흔 - 일촉즉발! 부부의 첫 동반 행사 현장에서는 무슨 일이?
376,60593000,"1. 고준. 더티 섹시, 으른 섹시의 대명사! 베일의 가려져 있던 고준의 상상초월 반전일상 최초 공개! 2. 김준호. 7주년 맞이, 2023 미우새 여름 단합대회 개최! 3. 이상민. 별을 보기 위해 어디론가 향하는 상민X준호X건우X보성! 도착한 곳은... 아무도 없는 폐교?!"
377,60593000,"1. 고준. 더티 섹시, 으른 섹시의 대명사! 베일의 가려져 있던 고준의 상상초월 반전일상 최초 공개! 2. 김준호. 7주년 맞이, 2023 미우새 여름 단합대회 개최! 3. 이상민. 별을 보기 위해 어디론가 향하는 상민X준호X건우X보성! 도착한 곳은... 아무도 없는 폐교?!"
378,61683000,"1. 고준. 더티 섹시, 으른 섹시의 대명사! 베일의 가려져 있던 고준의 상상초월 반전일상 최초 공개! 2. 김준호. 7주년 맞이, 2023 미우새 여름 단합대회 개최! 3. 이상민. 별을 보기 위해 어디론가 향하는 상민X준호X건우X보성! 도착한 곳은... 아무도 없는 폐교?!"
379,64385000,"1. 기묘한 이야기, 강화 임시 가출냥. 2. 화성 애견 훈련소 미어캣의 두 얼굴. 3. 해운대 달맞이 고개 붉은 여우."
380,65398000,"돌림판은 돌려졌다. 역대급 여행의 시작. 레전드 게임들, 레전드 음식들, 레전드 여행지들이 함께하는 15주년 특집. 그 시절 그곳으로 다시 돌아갑니다."
381,64130000,1. 정지선 - 모교에서 초청을 받아 후배들을 위한 특강을 진행하게 된 정지선 셰프! 2. 성지인 - 등장부터 심상치 않은 NEW 보스가 떴다! MZ들의 사랑을 책임지는 결혼정보 회사 대표 성지인! 3. 추성훈 - 최근 이사한 후배들 자취방에 예고 없이 급 방문한 추성훈!
382,62613000,1박2일 시즌4 최초 2박3일! 한 도시씩 직접 추리해서 떠나는 전국 추리 일주! 산 넘고 물 건너 보다 자유롭고 보다 즉흥적으로 전국 방방곡곡 숨겨진 여행지를 찾으러 1박2일이 갑니다!
383,62613000,1박2일 시즌4 최초 2박3일! 한 도시씩 직접 추리해서 떠나는 전국 추리 일주! 산 넘고 물 건너 보다 자유롭고 보다 즉흥적으로 전국 방방곡곡 숨겨진 여행지를 찾으러 1박2일이 갑니다!
384,65398000,1박2일 시즌4 최초 2박3일! 한 도시씩 직접 추리해서 떠나는 전국 추리 일주! 산 넘고 물 건너 보다 자유롭고 보다 즉흥적으로 전국 방방곡곡 숨겨진 여행지를 찾으러 1박2일이 갑니다!
385,62613000,1박2일 시즌4 최초 2박3일! 한 도시씩 직접 추리해서 떠나는 전국 추리 일주! 산 넘고 물 건너 보다 자유롭고 보다 즉흥적으로 전국 방방곡곡 숨겨진 여행지를 찾으러 1박2일이 갑니다!
386,62421000,"1. 살인 예고와 흉기 테러, 도시는 왜 광기로 뒤덮였나. 2. 일기장에 남긴 절망, 서이초 초임 교사 사망사건의 진실."
387,64376000,"1. 살인 예고와 흉기 테러, 도시는 왜 광기로 뒤덮였나. 2. 일기장에 남긴 절망, 서이초 초임 교사 사망사건의 진실."
388,64376000,"1. 살인 예고와 흉기 테러, 도시는 왜 광기로 뒤덮였나. 2. 일기장에 남긴 절망, 서이초 초임 교사 사망사건의 진실."
389,62701000,"1. 살인 예고와 흉기 테러, 도시는 왜 광기로 뒤덮였나. 2. 일기장에 남긴 절망, 서이초 초임 교사 사망사건의 진실."
390,60593000,"청순함(?) 흩날리는 보디빌더학과 이경. 한국어가 주전공 영문학과 미주. 식품영양학과 우재, 영양실조과 우재. 껌 좀 씹어본 무용과 진주. 산뜻한 놀뭐 대학 새내기들~!"
391,61683000,"청순함(?) 흩날리는 보디빌더학과 이경. 한국어가 주전공 영문학과 미주. 식품영양학과 우재, 영양실조과 우재. 껌 좀 씹어본 무용과 진주. 산뜻한 놀뭐 대학 새내기들~!"
392,64871000,"청순함(?) 흩날리는 보디빌더학과 이경. 한국어가 주전공 영문학과 미주. 식품영양학과 우재, 영양실조과 우재. 껌 좀 씹어본 무용과 진주. 산뜻한 놀뭐 대학 새내기들~!"
393,64680000,"김호중, 안성훈과 막역한 큰형 송가인! 대학 축제에서도 부르기 좋을 곡을 주문! 그녀의 특별한 공약까지! 알고보니 혼수상태가 초대한 두 번째 손님! 대한민국 레전드 디바, 정훈희! 감동의 작은 음악회가 명곡 제작소에서 펼쳐집니다!"
394,64680000,"김호중, 안성훈과 막역한 큰형 송가인! 대학 축제에서도 부르기 좋을 곡을 주문! 그녀의 특별한 공약까지! 알고보니 혼수상태가 초대한 두 번째 손님! 대한민국 레전드 디바, 정훈희! 감동의 작은 음악회가 명곡 제작소에서 펼쳐집니다!"
395,61683000,"국민 악역 배우 엄기준, 윤종훈 and 대체불가 개성파 배우 김혜은의 무장해제 퇴근길! 엄슐랭 엄기준의 맛집에서 펼쳐진 미혼 4인방의 일과 사랑 결혼에 관한 솔직한 이야기부터 엄기준을 눈물짓게 한 윤종훈의 진솔한 고백, 프로이직러 김혜은의 파란만장한 이직 스토리까지!"
396,64385000,"장기 연애 대표주자, 엔조이커플. 연애 9년 차에도 극과 극인 우리가 결혼할 수 있을까? 기나긴 법정 싸움을 앞둔 수홍 부부는 각자 심정을 고백한다. 단둘만의 시간을 꿈꾸던 성국의 신혼여행에는 뜻밖의 방해꾼이 따라붙는다."
397,64385000,"장기 연애 대표주자, 엔조이커플. 연애 9년 차에도 극과 극인 우리가 결혼할 수 있을까? 기나긴 법정 싸움을 앞둔 수홍 부부는 각자 심정을 고백한다. 단둘만의 시간을 꿈꾸던 성국의 신혼여행에는 뜻밖의 방해꾼이 따라붙는다."
398,64130000,200회 특집! 영광을 함께 할 축하 사절단. 파도파도 홈서핑. 취향 저격 매물 보러 출발! 새로움을 선사하는 집들의 향연. 취향 200퍼센트 담긴 매물들과 미를 갖춘 공간들까지. 그리고 모두가 궁금해 할 그 집까지 파드립니다.
399,64680000,하얀 설원 위에서 도전하는 우리의 첫겨울 캠핑! 그. 러. 나 지금까지 이런 추위는 없었다! 이것은 캠핑인가 생존인가?! 깊어가는 밤... 끝없이 떨어지는 기온에 생존템은 하나둘 쓰러져 가는데... 노르웨이에서 맞는 대망의 첫날밤! 과연 무사히 보낼 수 있을지?
400,62613000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
401,66440000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
402,66792000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
403,62613000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
404,66189000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
405,65526000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
406,66189000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
407,65183000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
408,65726000,"심야괴담회의 든든한 정신적 지주 김구라, 김숙, 심괴를 떠난 동안 킹 스미스부터 황경영까지 천의 얼굴임을 입증하며 금의환향한 황제성, 차세대 스릴러 여왕을 꿈꾸는 맑눈광의 신인 김아영까지! 시즌3 새로운 출연진들의 케미를 드디어 확인할 수 있게 됐다."
409,64764000,"믿었던 용필, 재하의 패배. 해이해진 그들을 바로잡기 위한 박 단장의 큰 결단. 고정 자리를 노리는 하이에나들이 몰려온다! 오늘이야말로 자리를 빼앗겠다!"
410,64764000,"믿었던 용필, 재하의 패배. 해이해진 그들을 바로잡기 위한 박 단장의 큰 결단. 고정 자리를 노리는 하이에나들이 몰려온다! 오늘이야말로 자리를 빼앗겠다!"
411,65443000,"믿었던 용필, 재하의 패배. 해이해진 그들을 바로잡기 위한 박 단장의 큰 결단. 고정 자리를 노리는 하이에나들이 몰려온다! 오늘이야말로 자리를 빼앗겠다!"
412,65443000,"믿었던 용필, 재하의 패배. 해이해진 그들을 바로잡기 위한 박 단장의 큰 결단. 고정 자리를 노리는 하이에나들이 몰려온다! 오늘이야말로 자리를 빼앗겠다!"
413,64764000,"믿었던 용필, 재하의 패배. 해이해진 그들을 바로잡기 위한 박 단장의 큰 결단. 고정 자리를 노리는 하이에나들이 몰려온다! 오늘이야말로 자리를 빼앗겠다!"
414,64764000,"믿었던 용필, 재하의 패배. 해이해진 그들을 바로잡기 위한 박 단장의 큰 결단. 고정 자리를 노리는 하이에나들이 몰려온다! 오늘이야말로 자리를 빼앗겠다!"
415,64385000,"댄스에 미친 발라더 이석훈의 하루! 이석훈, 이근묵 매니저. 산타 분장을 하고 홍대 한복판을 뛰어다니는 석훈?! 석훈의 EEEE 예능캐로 거듭나기 대작전! 김호영 데칼코마니 NEW 매니저와의 일상! 김호영, 안창현 매니저.호영 주니어 매니저의 데칼코마니 케미!"
416,61141000,신에손과 민수현-김중연이 뭉쳐 강원도 인제로 향한다. 가슴에 각기 다른 번호가 적힌 의문의 번호표를 달고 등장한 멤버들은 어리둥절한 채로 승합차에 탑승한다. 승합차에서 내린 멤버들은 고즈넉한 산속 계곡에 위치한 글램핑 장에 도착한다.
417,61356000,런닝맨이 떴다! 눈이 채 녹지 않은 어느 마을. 때아닌 눈보라가 몰아치는 이곳...? 눈 대신 재가루 날리며 격전지에 도착한 멤버들. 런닝맨 패밀리가 떴다??! 가족행사에 덤으로 초대된 우데렐라와 덤앤더머들은 과연 멀쩡한 식사를 할 수 있을지??
418,61683000,"로망 과몰입러 편. 살고 싶은 곳에서! 하고 싶은 일을 하고 사는! 무지개 회원들의 하루. 11년 만에 대호의 꿈의 섬 울릉도 입도! 울릉도에서 내 땅 찾기! 울렁대는 대호 가슴에 불을 지펴라! 꿈에 그린 매물도 보는데~ 과연, 대호의 로망을 이뤄 줄 매물이 있을지?!"
419,63101000,누구나 한 번쯤 꿈꾸는 화려한 톱스타! 그리고 365일 밤낮없이 그들의 곁을 지키는 매니저! Welcome to 그들이 사는 세상! 톱스타 VS 매니저 특집! 24시간이 모자란~ 톱스타와 매니저의 하루 대공개!
420,64984000,빵실빵실 식빵 같은 치명적인 뒤태 자랑하는 웰시코기 3모녀 보미 n 흑미 n 요미! 여기는 행복 가득한 3코기네~ 그러나! 보호자들이 간식을 떨어뜨리거나 요미를 예뻐하면 백발백중! 보미와 요미의 개싸움(?) 발생! 유혈 사태가 벌어질 정도로 다툰다는데...
421,62701000,"1. 신림동 흉기 난동, 조 씨의 칼은 왜 무고한 시민들을 향했나? 2. 조용했던 마을을 깨운 경보음 소리, 박 교수는 왜 공공의 적이 됐나?"
422,60593000,"국민 짠돌이 박군, 내 한 달 생활비는 단돈 만 원! 모두를 경악에 빠뜨린 박군의 짠테크 비법! 차세대 썸머퀸, 2023 워터밤 여신 권은비! 가수가 된 이유는 한 남자 때문이다?! 폭탄 발언에 이어 덱스에게 DM 답장했다! 커뮤니티를 핫하게 달군 핑크빛 뒷이야기! 최초 공개!"
423,60593000,"내 친구를 소개합니다! 내친소 특집! 끌어~~ 올려?!!! 환장의 짝꿍 호영X승수의 손절각 진흙탕 싸움?! 이지혜X이현이X이혜정, 화제의 세 워킹맘 강심장리그 출격! 수위를 넘나드는 찐친들의 49금(?) 토크! 10살 차이 절친 지윤X나비! 그러나 오늘은 폭로하러 왔다?!"
424,62613000,"이미 동전은 던져졌다! 따르라, 동전이 너의 운명을 정할 것이다. 해내라. 동전이 너의 운명을 바꿀 것이다. 천국과 지옥을 오가는 운명 극복 수련기!"
425,62701000,나 혼자 산다 크리스마스 특집 편. 크리스마스 이브에 나타난 선물 같은 무지개 회원들! 무지개 라이브-조규성. 지금 대한민국에서 가장 HOT한 남자! 16강의 주역 축구 선수 조규성! 팜유 ？ 제1회 팜유 해외 세미나. 미식 여행? 아니죠X 미식 세미나? 맞습니다!
426,65015000,"여기서 끝장을 보겠습니다! 현역들이 나섰다, 진짜를 가리러! 트로트 가수의 이름을 걸고 벌이는 진검승부. 전통, 스트릿, 발레, k팝, 장르 총출동! 트롯 샛별부터 탑클래스 현역들까지! 이제 트롯 판도가 뒤집힌다. 마스터들의 냉정한 평가 속에서 살아남는 자는 누구인가!"
427,64385000,1. 엄청난 경쟁률을 뚫고 입성한 주인공! 우리들의 영원한 아이돌 god 손호영! 모범 신랑감으로 등극할 수 있을까? 2. 제1회 신랑수업 - 사랑과 전쟁 편. 위기 봉착! 사랑의 찐 남사친 등장?! 찌♥커플의 결말은? 3. 자만추파 영탁을 위해 특별한(?) 자리를 만든 안드레아스!
428,63030000,메인 댄서 자리? 제가 가지고 와야죠! 팽팽한 신경전 속 시작된 메인 댄서 선발전!
429,63030000,메인 댄서 자리? 제가 가지고 와야죠! 팽팽한 신경전 속 시작된 메인 댄서 선발전!
430,63030000,메인 댄서 자리? 제가 가지고 와야죠! 팽팽한 신경전 속 시작된 메인 댄서 선발전!
431,63030000,메인 댄서 자리? 제가 가지고 와야죠! 팽팽한 신경전 속 시작된 메인 댄서 선발전!
432,64130000,"1. 정호영 - 드디어 약속된 시간이 다가온 정호영 셰프의 베트남 현지인 무료 시식회! 2. 김병현 - 기아 챔피언스필드에서 시구를 하게 되었다는 조나단! 이 소식을 듣고 마중 나간 병현?! 3. 추성훈 - 추성훈, 뉴 보스로 합류! 오늘은 후배를 코칭 해주기로 한 날!"
433,64130000,"1. 정호영 - 드디어 약속된 시간이 다가온 정호영 셰프의 베트남 현지인 무료 시식회! 2. 김병현 - 기아 챔피언스필드에서 시구를 하게 되었다는 조나단! 이 소식을 듣고 마중 나간 병현?! 3. 추성훈 - 추성훈, 뉴 보스로 합류! 오늘은 후배를 코칭 해주기로 한 날!"
434,64385000,"1. 우족은 절대 양보할 수 없다는 못 말리는 우족 사랑 제이든의 사정은? 2. 매일 밤 모두가 퇴근한 시각, 경보음을 울리며 사무실을 쑥대밭으로 만드는 침입자들의 정체는? 3. 평화롭던 수희 씨네 집을 발칵! 뒤집어 놓은 미어캣의 주인을 찾아라!!"
435,64385000,"1. 털끝만 스쳐도 빙글빙글 돌아버리는 두리!! 두리가 쉴 새 없이 돌게 된 사연은? 2. 달리랴, 사고 치랴~ 쉴 틈 없이 바쁜 미니피그 마숑이! 마숑이가 분주하게 사고 치는 이유는? 3. 2년째 동네를 떠돌고 있다는 의문의 누더기 견, 녀석에게 무슨 사연이?"
436,64385000,개그맨 총출동! SNS를 뜨겁게 달군 눈물의 여왕 오나미 결혼식 독점공개. 드디어 결혼! 박수홍 부부의 진심이 담긴 청첩장 문구가 공개된다. 하객들의 폭발적인 반응을 일으킨 최성국의 결혼식 깜짝 이벤트는?
437,64385000,개그맨 총출동! SNS를 뜨겁게 달군 눈물의 여왕 오나미 결혼식 독점공개. 드디어 결혼! 박수홍 부부의 진심이 담긴 청첩장 문구가 공개된다. 하객들의 폭발적인 반응을 일으킨 최성국의 결혼식 깜짝 이벤트는?
438,64982000,돌고 도는 런닝맨. 시민들의 선택을 받아라! 연애부터 세대갈등까지 뜨거운 주제로 타오르는 토론장! 실시간 피드백이 시원하게 날아온다! 그리고 떨어진 7개의 벌칙 스티커! 한 명이 전부 받을 수도 있는 극악의 확률 게임! 벌칙이 유력해진 최악의 주인공은?
439,61356000,돌고 도는 런닝맨. 시민들의 선택을 받아라! 연애부터 세대갈등까지 뜨거운 주제로 타오르는 토론장! 실시간 피드백이 시원하게 날아온다! 그리고 떨어진 7개의 벌칙 스티커! 한 명이 전부 받을 수도 있는 극악의 확률 게임! 벌칙이 유력해진 최악의 주인공은?
440,64385000,"오직 골때녀에서만 볼 수 있는 SPECIAL 매치 OPEN! 필드 위로 귀환한 월드컵 전사들의 골 전쟁! 블루팀 VS 옐로우팀, 골때녀 감독 경기! 소문난 잔치에 볼 것도 많다! 천상의 하모니 포레스텔라의 특별 공연부터 감독들의 감독! 특급 게스트 박항서의 깜짝 해설위원 데뷔까지!"
441,64154000,"오직 골때녀에서만 볼 수 있는 SPECIAL 매치 OPEN! 필드 위로 귀환한 월드컵 전사들의 골 전쟁! 블루팀 VS 옐로우팀, 골때녀 감독 경기! 소문난 잔치에 볼 것도 많다! 천상의 하모니 포레스텔라의 특별 공연부터 감독들의 감독! 특급 게스트 박항서의 깜짝 해설위원 데뷔까지!"
442,64130000,"1. 이지혜 and 이현이 첫 부부 동반 여행! 이지혜, 여행 도중 이현이에 와니 데려가서 살아봐 돌발 제안!? 2. 박군♥한영. 박군 사업 선언에 한영 결사반대! 김학래♥임미숙, 박군에 사업 특급 비법 전수+후계자 낙점! 무슨 일?"
443,64130000,"1. 이지혜 and 이현이 첫 부부 동반 여행! 이지혜, 여행 도중 이현이에 와니 데려가서 살아봐 돌발 제안!? 2. 박군♥한영. 박군 사업 선언에 한영 결사반대! 김학래♥임미숙, 박군에 사업 특급 비법 전수+후계자 낙점! 무슨 일?"
444,60593000,"1. 이지혜 and 이현이 첫 부부 동반 여행! 이지혜, 여행 도중 이현이에 와니 데려가서 살아봐 돌발 제안!? 2. 박군♥한영. 박군 사업 선언에 한영 결사반대! 김학래♥임미숙, 박군에 사업 특급 비법 전수+후계자 낙점! 무슨 일?"
445,63101000,천년에 한 번 열리는 고품격 럭셔리 파티! 상위 1% 귀신들의 사교모임 특집! Listen to my Heartbeat~ 바라만 봐도 가슴이 뛴다! 뱀파이어로 변신한 2PM 택연 홍김동전 등판! 저승사자 우영과 함께한 2PM 댄스 메들리 대공개!
446,63101000,"일일 스카우트 대원이 된 홍김동전 멤버들! 우중 캠프 속 단합력을 길러줄 시대별 노래 퀴즈 START~ 그리고 용감한 스카우트 대원으로 거듭나기 위한 두 번째 미션! 멤버들을 겁에 질리게 한 공포의 보물 찾기! 과연, 멤버들은 수련원 깊숙이 숨겨진 보물을 찾아올 수 있을지?"
447,63101000,"일일 스카우트 대원이 된 홍김동전 멤버들! 우중 캠프 속 단합력을 길러줄 시대별 노래 퀴즈 START~ 그리고 용감한 스카우트 대원으로 거듭나기 위한 두 번째 미션! 멤버들을 겁에 질리게 한 공포의 보물 찾기! 과연, 멤버들은 수련원 깊숙이 숨겨진 보물을 찾아올 수 있을지?"
448,64385000,1. 날다람쥐를 잡아라~! - 애교만점 가족 바라기 날다람쥐 꼬미가 어느 날 갑자기 차 안에서 살게 된 사연은? 2. 특별기획 - TOP DOG 2. 도망치는 테러범을 잡아라! 가상의 초대형 재난현장에서 펼쳐지는 특수 목적견들의 대활약! 탑독 그 두 번째 이야기!
449,65954000,새롭게 등장한 중딩 엄마는 과장님? 안정적인 직업에 건강한 취미 생활까지 뭐 하나 빠질 것 없어 보이는 중딩 엄마에게 필요한 건... 다름 아닌 사랑?! 중딩 엄마가 찾던 사랑은 과연 어디에 있을까?
450,64130000,"27년 나이 차를 뛰어넘는 우정 양희은 X 성시경의 옥탑방 방문기 2탄! 양희은이 찐 모녀 케미 자랑하는 김나영에게 어른이 돼주고 싶었던 뭉클한 사연은? 성시경이 꼽은 절친 백종원, 신동엽에게 배울 점과 과거 김종국이 성시경의 소개팅을 중간에서 컷하고 다닌 이유는?!"
451,64130000,"27년 나이 차를 뛰어넘는 우정 양희은 X 성시경의 옥탑방 방문기 2탄! 양희은이 찐 모녀 케미 자랑하는 김나영에게 어른이 돼주고 싶었던 뭉클한 사연은? 성시경이 꼽은 절친 백종원, 신동엽에게 배울 점과 과거 김종국이 성시경의 소개팅을 중간에서 컷하고 다닌 이유는?!"
452,62421000,"예쁜 애 옆에 예쁜 애. 홍수아X박정수X산다라박, 미녀 삼총사의 등장!"
453,66873000,"예쁜 애 옆에 예쁜 애. 홍수아X박정수X산다라박, 미녀 삼총사의 등장!"
454,64130000,"예쁜 애 옆에 예쁜 애. 홍수아X박정수X산다라박, 미녀 삼총사의 등장!"
455,60593000,"예쁜 애 옆에 예쁜 애. 홍수아X박정수X산다라박, 미녀 삼총사의 등장!"
456,65443000,"Go? Stop? 여행의 목적은 도착이 아닌 과정에 있다~ 가을 정취 즐기며 여유 만끽하던 한편, 조금 전 멤버들이 마주한 두 개의 버튼?! 매 선택에 따라 결정되는 두 가지 맛 복불복 여행! 끝나기 전엔 알 수 없는 이번 여행! 가장 강렬한 추억 안고 돌아갈 사람은?"
457,66873000,"요즘 대세! 배우 임지연 and 역주행 열풍! 다이나믹듀오의 무장해제 퇴근길! 보면 볼수록 러블리한 반전 매력의 소유자, 임지연의 거침없는 무장해제 토크! 힙합계의 전설, 다이나믹듀오! 개코가 최자의 결혼식에서 입 나팔 분 사연부터 신곡보다 궁금한 최자의 맛집 리스트!"
