,subsr,SMRY
6453,66875000,이환은 사람들 앞에서 이우에게 입맞춤하고 이우에 대한 연모의 정을 접는다. 이우는 자신의 잘못은 아니라 해도 여전히 두 부인에게 미안한 마음에 무언가 선물을 준비하기로 하는데...
6454,60326000,"진천에게 잡혀가 독약의 위협을 받은 상관여옥은 원거경이 목소석과 사랑하는 사이라고 거짓말을 한다. 상관여옥의 말을 듣고 속상한 진천은 취할 정도로 술을 마시고, 목소석은 진천이 원작 스토리를 아는지 물어보기 위해 진천을 찾아간다."
6455,60326000,"진천에게 잡혀가 독약의 위협을 받은 상관여옥은 원거경이 목소석과 사랑하는 사이라고 거짓말을 한다. 상관여옥의 말을 듣고 속상한 진천은 취할 정도로 술을 마시고, 목소석은 진천이 원작 스토리를 아는지 물어보기 위해 진천을 찾아간다."
6456,66875000,"진천에게 잡혀가 독약의 위협을 받은 상관여옥은 원거경이 목소석과 사랑하는 사이라고 거짓말을 한다. 상관여옥의 말을 듣고 속상한 진천은 취할 정도로 술을 마시고, 목소석은 진천이 원작 스토리를 아는지 물어보기 위해 진천을 찾아간다."
6457,66705000,강희와 이이환은 엽묵성의 도움으로 위기를 넘기고 강희는 중상을 입은 이이환을 데리고 도망친다. 이이환은 급기야 사경을 헤매는 처지에 이르지만 강희의 극진한 보살핌 속에 겨우 의식을 되찾는데...
6458,66875000,"혼인을 피해 가출했던 유심옥이 마침내 집으로 돌아오고, 이우는 소문과 달리 온순한 유심옥에게 호감을 느낀다. 다음날, 이우는 무단결근했다는 모함을 받게 되고 억울한 마음으로 곡수유상으로 달려가는데..."
6459,60067000,대부인은 기관의의 몸에 난 발진 때문에 꽃놀이 행사를 취소하려 한다. 사연은 위 미인 퀘스트를 진행할 무대인 꽃놀이가 취소되지 않도록 기관의의 발진을 없앨 방법을 궁리하는데...
6460,60326000,황후는 혼례의 합환주를 이용해 용하를 독살하고 그것을 반획의 소행으로 누명을 씌우려고 한다. 황제와 용하는 황후의 계략을 간파해 사태를 막고 현명한 군주가 되기 위한 첫 발을 내딛는다. 반획은 주공묘를 찾아가 주공께 기도를 올리는데...
6461,66875000,이우는 진수무향 2호를 개발하고 백화성회 본선 때 고가에 판매하기로 납품 계약을 성공시킨다. 한편 엄곤이 판매한 제방 수리용 석재를 확인하던 이우는 석재가 절강 방죽의 자재와 같다는 사실을 알게 되는데...
6462,66705000,"건륭은 위영락이 병이 났단 말에 연희궁을 찾고, 위영락은 속마음을 털어놓으며 건륭에게 용서를 빈다. 한편 순빈은 교양 수업을 맡은 위영락에게 호감을 보이며 접근해 오는데..."
6463,66705000,"건륭은 위영락이 병이 났단 말에 연희궁을 찾고, 위영락은 속마음을 털어놓으며 건륭에게 용서를 빈다. 한편 순빈은 교양 수업을 맡은 위영락에게 호감을 보이며 접근해 오는데..."
6464,66875000,친이웨는 허차오옌의 청혼이 가짜라고 생각하지만 허차오옌은 진심이었다며 결혼하자고 들이댄다. 양뤄웨이는 여자에게 작업 거는 원구를 방해하다가 같이 칵테일을 마시고 호텔까지 데려다주게 된다. 허차오옌은 친이웨가 위험에 처한 줄 알고 찾아오는데...
6465,64154000,"쌍문동 미친년 보라가 운전하는 차에 타게 된 동일네 가족! 이들은 과연 무사할 수 있을까? 원하는 것도, 먹고 싶은 것도 없던 택이에게도 바둑 말고 하고 싶은 것이 드디어 생겼다. 한편, 정환은 선우의 마음을 알게 되는데..."
6466,66705000,위영락은 원춘망이 나랍 황후의 첩자였음을 깨닫고 패배를 깨끗이 인정한 후 연희궁으로 돌아간다. 총애를 얻은 서빈이 명옥을 괴롭히며 분풀이하자 위영락은 태후의 위세를 빌려 서빈을 벌준다. 한편 나랍 황후는 건륭의 생모에 관한 서찰을 입수하는데...
6467,66705000,위영락은 원춘망이 나랍 황후의 첩자였음을 깨닫고 패배를 깨끗이 인정한 후 연희궁으로 돌아간다. 총애를 얻은 서빈이 명옥을 괴롭히며 분풀이하자 위영락은 태후의 위세를 빌려 서빈을 벌준다. 한편 나랍 황후는 건륭의 생모에 관한 서찰을 입수하는데...
6468,64154000,평양 최고의 맵짠녀이자 정혁의 약혼녀 서단! 서단은 정혁과의 관계를 담판 짓기 위해 평양으로 돌아온다. 한편 정혁은 세리를 남한으로 돌려보내기 위해 함께 집을 나서는데...
6469,64154000,평양 최고의 맵짠녀이자 정혁의 약혼녀 서단! 서단은 정혁과의 관계를 담판 짓기 위해 평양으로 돌아온다. 한편 정혁은 세리를 남한으로 돌려보내기 위해 함께 집을 나서는데...
6470,64154000,"찜질방에서 숙식을 해결하며 세리와 정혁을 찾는 5중대 부대원들! 정혁이 함께 있는 세리의 집으로 세형과 상아가 찾아오고, 한편 보위부에서 쫓기는 신세가 된 승준은 단의 연락을 받게 되는데..."
6471,64154000,"찜질방에서 숙식을 해결하며 세리와 정혁을 찾는 5중대 부대원들! 정혁이 함께 있는 세리의 집으로 세형과 상아가 찾아오고, 한편 보위부에서 쫓기는 신세가 된 승준은 단의 연락을 받게 되는데..."
6472,60326000,"풍천일과 역복령이 은둔한 후 풍인 휘하에 있던 란주, 풍인이 세상을 떠나자 세력 다툼이 다시 시작된다. 신의 예언에 따라 금빛 날개의 소유자이자 풍천일의 딸을 찾으려는 세력들. 한편, 위소에게 쫓기던 풍여철은 설경공과 만나는데..."
6473,60326000,"원계는 갑자기 아빠가 준 팔찌가 깨졌다며 상고에게 가져오고, 상고는 팔찌를 들여다본 순간, 지난 6만 년의 기억을 되찾게 된다. 홍일은 상고에게 백결이 준 거라며 진혼탑을 건네고, 상고는 진혼탑 안에 있는 고군의 의식을 보게 된다."
6474,60326000,"원계는 갑자기 아빠가 준 팔찌가 깨졌다며 상고에게 가져오고, 상고는 팔찌를 들여다본 순간, 지난 6만 년의 기억을 되찾게 된다. 홍일은 상고에게 백결이 준 거라며 진혼탑을 건네고, 상고는 진혼탑 안에 있는 고군의 의식을 보게 된다."
6475,60326000,"원계는 갑자기 아빠가 준 팔찌가 깨졌다며 상고에게 가져오고, 상고는 팔찌를 들여다본 순간, 지난 6만 년의 기억을 되찾게 된다. 홍일은 상고에게 백결이 준 거라며 진혼탑을 건네고, 상고는 진혼탑 안에 있는 고군의 의식을 보게 된다."
6476,60326000,사소념과 안무명은 드디어 서로의 정체를 알게 되고 큰 충격을 받는다. 그리고 자신들을 조종하는 거대하고 비밀스러운 정체에 한 걸음씩 다가가기 시작하는데...
6477,66875000,"창기가 믿음을 저버린 백악을 보고 진노하자, 엽혜는 환술을 써서 그를 구슬린 뒤 백악을 데리고 빠져나온다. 한편, 창기가 엽혜를 쫓는 무리를 잡아들이자 무림 인사들은 풍화곡으로 돌아가고 백악과 엽혜도 저주를 풀기 위해 풍화곡으로 향하는데..."
6478,60326000,"창기가 믿음을 저버린 백악을 보고 진노하자, 엽혜는 환술을 써서 그를 구슬린 뒤 백악을 데리고 빠져나온다. 한편, 창기가 엽혜를 쫓는 무리를 잡아들이자 무림 인사들은 풍화곡으로 돌아가고 백악과 엽혜도 저주를 풀기 위해 풍화곡으로 향하는데..."
6479,60326000,엽혜와 백악 앞에 나타난 창기. 창기는 여전히 엽혜와 백악의 사이를 의심하며 엽혜 옆을 꼭 지키지만 엽혜는 창기의 보살핌에 숨 막혀한다. 백악은 엽혜가 화를 낼 수 있도록 임소소에게 부탁해서 몸의 화기를 가라앉히게 돕는다.
6480,64154000,"평소보다 일찍 하교한 선우는 우연히 보게 된 엄마의 모습에 표정이 좋지 않다. 정환은 덕선을 밀어내보지만 깊어만 가는 자신의 감정이 혼란스럽다. 한편, 비밀데이트를 하던 선우와 보라 앞에 누군가 나타나는데..."
6481,60326000,"봉염이 취요번을 훔쳐 갔다고 오해한 삼간은, 직접 나찰 지역으로 가서 봉염과 선족을 공격하지만, 때마침 나타난 고군에 의해 저지당한다. 고군은 천궁으로 가서 모광에게 나찰 지역에서 일어난 분쟁에 관해 설명하는데..."
6482,66875000,"복음은 검은 꽃을 이용해 안회에게 천요를 죽이라고 지시하고, 안회는 자신이 죽게 될 걸 알면서도 천요를 살리기 위해 검은 꽃을 베어내라고 소리친다. 천요가 검은 꽃을 베어내자 안회는 담담히 죽음을 맞이하려 하지만, 그 순간 천요가 숨겨온 비밀을 알고..."
6483,66705000,순비는 한비에게 황후의 도움을 청하라고 권하지만 궁중 암투에 끼어들기 싫은 한비는 거절한다. 한편 고 귀비는 유귀인을 죽여 화근을 없애려 하지만 때마침 나타난 위영락 때문에 실패로 돌아가는데...
6484,60326000,"소맥엽은 아란약이 문염의 이름으로 침엽에게 보냈던 서신들을 봉구에게 주며 침엽에게 보내라고 한다. 동화는 하루빨리 꿈에서 나가기 위해 소맥엽과 함께 법기를 만들고, 봉구는 동화에게 약속한 사탕을 만드는데..."
6485,60326000,"소맥엽은 아란약이 문염의 이름으로 침엽에게 보냈던 서신들을 봉구에게 주며 침엽에게 보내라고 한다. 동화는 하루빨리 꿈에서 나가기 위해 소맥엽과 함께 법기를 만들고, 봉구는 동화에게 약속한 사탕을 만드는데..."
6486,60067000,쉬르칭은 성화이난을 사칭해 뤄즈를 불러내고 뤄즈는 장밍루이의 마음을 전하며 쉬르칭과 가까워진다. 예잔옌은 성화이난과 뤄즈의 즐거운 한때를 목격하고 처음 보는 성화이난의 해맑은 모습에 상처를 받는다.
6487,60067000,쉬르칭은 성화이난을 사칭해 뤄즈를 불러내고 뤄즈는 장밍루이의 마음을 전하며 쉬르칭과 가까워진다. 예잔옌은 성화이난과 뤄즈의 즐거운 한때를 목격하고 처음 보는 성화이난의 해맑은 모습에 상처를 받는다.
6488,66875000,두창에 걸린 모녀가 구령당으로 찾아오자 군구령은 긴급 상황을 직감하고 즉각 대비한다. 강우수는 군구령에게 두창 치료를 떠넘기고 초양은 청산별원에 환자들을 수용하라고 한다. 군구령이 함께 갈 의원을 찾지 못해 실망하자 주찬이 찾아와 위로의 술잔을 건네는데...
6489,64154000,"사기꾼 양정도에 중고차 사기를 당한 백성일. 형사 친구인 박덕배의 도움을 받아 정도가 개설한 대포폰 번호들을 추적하기 시작하는데... 때마침 전원이 켜진 대포폰 하나, 성일은 과연 정도를 잡을 수 있을 것인가."
6490,64154000,"우완 투수로 변신해 훈련에 매진하는 제혁! 고박사는 옆구리 통증으로 쓰러지지만, 법무부 행정감사 때문에 외부진료에 나가지 못한다. 한편, 불침번 기록지를 받은 유대위의 형은 중대원들을 찾아가는데, 이번에는 그들을 만날 수 있을까?"
6491,66705000,"위영락은 당돌한 매력으로 건륭을 사로잡고, 건륭이 다른 비빈의 궁에는 얼씬도 못하게 한다. 한편 총애를 잃게 된 순귀비는 몹시 분해하지만, 황후는 승승장구하는 위영락에게 호감을 보이는데..."
6492,60326000,"선기는 동굴에 봉인되어 있던 천계의 정곤검을 손에 넣게 되고, 전생의 기억에서 자신과 똑같이 생긴 사람을 본다. 한편, 정곤검의 봉인이 풀리자 천계에 있던 등사는 전신을 찾아 인간계로 내려오는데..."
6493,60326000,"선기는 동굴에 봉인되어 있던 천계의 정곤검을 손에 넣게 되고, 전생의 기억에서 자신과 똑같이 생긴 사람을 본다. 한편, 정곤검의 봉인이 풀리자 천계에 있던 등사는 전신을 찾아 인간계로 내려오는데..."
6494,66875000,문소금이 남의 이야기인 척 문부의 일을 전하자 욱왕은 혼인을 피하는 계책을 알려 준다. 싸우던 금왕과 종리가 태비 앞으로 불려 가자 문소어는 금왕을 위해 욱왕비가 되기로한다. 문소금과 도망치던 욱왕은 자객과 마주치지만 위기일발의 순간 종리가 나타나 구해 주는데...
6495,60067000,졸업 후 변호사가 된 뤄즈는 바쁜 일상을 보내고 장바이리도 작가로 성공해 이름을 날린다. 성화이난은 창업 대회 아이템을 발전시켜 장밍루이 등과 함께 엔젤 투자 유치에 성공한다. 뤄즈는 모교인 전화고에 강연하러 갔다가 마침내 성화이난과 5년 만에 재회하는데…
6496,60067000,졸업 후 변호사가 된 뤄즈는 바쁜 일상을 보내고 장바이리도 작가로 성공해 이름을 날린다. 성화이난은 창업 대회 아이템을 발전시켜 장밍루이 등과 함께 엔젤 투자 유치에 성공한다. 뤄즈는 모교인 전화고에 강연하러 갔다가 마침내 성화이난과 5년 만에 재회하는데…
6497,66875000,군구령은 방승우가 살아 있다는 걸 알려 주고 노부인은 눈물을 흘리며 안도한다. 노부인은 숨겨 뒀던 태염 3년의 은괴를 보여 주고 군구령은 노부인에게 자신의 신분을 밝힌다. 방금수는 공개적으로 재산 싸움을 일으키고 초양은 방씨 가문을 향한 경계를 늦추는데...
6498,60067000,"사연은 기관의에게 발진을 감출 수 있는 화장품을 전해주고 기관의는 사연의 호의에 어리둥절하다. 꽃놀이 날, 검무를 추던 대소주는 일부러 기관의의 옷을 자르고 기관의의 상체가 드러나는데..."
6499,60067000,"사연은 기관의에게 발진을 감출 수 있는 화장품을 전해주고 기관의는 사연의 호의에 어리둥절하다. 꽃놀이 날, 검무를 추던 대소주는 일부러 기관의의 옷을 자르고 기관의의 상체가 드러나는데..."
6500,66705000,"호박은 위영락에게 이청에 관한 일을 털어놓고 이로 인해 부찰 황후의 자결에 관한 진상이 밝혀진다. 위영락은 이청을 불러오고 죄를 추궁한 후, 부찰 황후 영전에서 처형한다. 나랍 황후가 태연히 이청의 죽음을 수습하자 위영락은 모든 게 나랍 황후의 계략임을 깨닫는데..."
6501,66705000,"호박은 위영락에게 이청에 관한 일을 털어놓고 이로 인해 부찰 황후의 자결에 관한 진상이 밝혀진다. 위영락은 이청을 불러오고 죄를 추궁한 후, 부찰 황후 영전에서 처형한다. 나랍 황후가 태연히 이청의 죽음을 수습하자 위영락은 모든 게 나랍 황후의 계략임을 깨닫는데..."
6502,60067000,뤄즈가 하얼빈에 갔다는 말을 들은 성화이난은 뤄즈를 찾아 한달음에 하얼빈으로 향한다. 뤄즈의 핸드폰이 고장나면서 연결이 되지 않자 성화이난은 초조한 마음에 어쩔 줄 모른다. 한편 전화고에서 딩수이징을 만난 뤄즈는 뤄양을 좋아하는 방식에 대해 충고하는데…
6503,66875000,"이우가 비를 내리지 않는 용왕에게 욕을 퍼붓자 갑자기 하늘에 천둥이 치며 비가 쏟아지기 시작한다. 관수수는 비를 내린 이우 덕분에 기우육이 더 잘 팔리자, 주위 다른 현까지 판로를 확대하려 하는데..."
6504,65557000,"장안은 지살 경선에 대비해 만미에게 다양한 훈련을 시키고, 만미와 만향 모두 경선을 통과하게 된다. 차라는 만미를 없애려고 지살 경선을 빌미로 공자가 내린 임무를 맡기는데..."
6505,65557000,"장안은 지살 경선에 대비해 만미에게 다양한 훈련을 시키고, 만미와 만향 모두 경선을 통과하게 된다. 차라는 만미를 없애려고 지살 경선을 빌미로 공자가 내린 임무를 맡기는데..."
6506,60067000,유명 뷰티 인플루언서 사연은 어느 날 교통사고로 식물인간이 되고 뇌 신경 각성 게임 속에서 깨어난다. 게임 속 집사 잭은 사연에게 화장국 시녀 캐릭터로 시작해 최고 상궁이 되어야 현실에서 깨어날 수 있다고 말해주는데...
6507,66705000,"마지막회. 건륭에게 서운한 감정을 품은 나랍 황후는 머리칼을 자르며 최후의 발악을 하고, 부찰 부항은 위영락의 해독약을 구하려다 목숨을 잃는다. 안타까운 죽음을 슬퍼하며 위영락은 부찰 부항과의 다음 생을 약속하는데..."
6508,60326000,"봉구는 식택(동화)을 소맥엽으로 착각하고 함께 월령화를 보러 가고, 동화는 비로소 아란약이 봉구임을 확인한다. 청전은 봉구의 계획대로 항체가 아란약인 줄 알고 쫓아다니고, 항체가 기절하자 왕군은 친딸인 아란약을 옥에 가두는데..."
6509,66875000,군구령은 육운기에게 주찬의 목숨을 살려 주면 대가로 자신이 경성을 떠나겠다고 말한다. 주찬은 무덕사에서 고문으로 초주검이 되고 초양은 주찬을 사목감에 보내 반성하라고 한다. 군구령은 약속대로 경성을 떠나 택주로 향하고 군응문의 무덤 앞에서 복수를 다짐하는데...
6510,66875000,"엄분총은 이환의 몸값을 물고 데려와 첩으로 삼으려 하고, 인생의 허망함을 느낀 이환은 엄분총의 제의를 받아들인다. 이우는 수청풍과 송별회를 하다가 이 모습을 목격하고 새로운 시를 통해 이환을 설득하는데..."
6511,66875000,"엄분총은 이환의 몸값을 물고 데려와 첩으로 삼으려 하고, 인생의 허망함을 느낀 이환은 엄분총의 제의를 받아들인다. 이우는 수청풍과 송별회를 하다가 이 모습을 목격하고 새로운 시를 통해 이환을 설득하는데..."
6512,64154000,"허임, 급기야 철창행?!"
6513,64154000,"허임, 급기야 철창행?!"
6514,60326000,"마계에서 수련을 마친 상고는 신계로 돌아오자마자 궁기를 물리치고, 모든 신은 달라진 상고 앞에 머리를 조아린다. 설영은 궁기를 물리치는 데 공을 세워 신계로 돌아오고, 곧장 백결을 찾아가지만, 백결은 다시는 찾아오지 말라며 차갑게 돌아선다."
6515,60326000,"사소념과 안무명은 무사히 혼례를 치르고 부부가 되지만 청부업자와 비밀 요원이라는 정체가 탄로 날까 봐 불안한 나날을 보낸다. 어느 날, 두 사람은 각각 또다시 중요한 임무를 부여받게 되는데..."
6516,66875000,"천요는 무서운 기세로 광한문에 쳐들어와 단번에 소영을 제압한다. 적염용아에 찔려 호심린을 잃은 안회는 사경을 헤매고, 백효생은 필사적으로 안회를 살리려고 발버둥 친다. 안회의 위험을 감지한 능소는 천요 앞에 나타나고, 천요는 뒤늦게 안회를 찾아 나서는데..."
6517,64680000,"타곤과 태알하의 아들, 아록왕자가 납치되고 아스달 왕궁은 발칵 뒤집힌다. 이때, 누군가 탄야에게 은밀히 접근하여 오랜 세월 숨겨져 있던 비밀의 장소로 인도한다. 한편 타곤과 태알하는 아록왕자를 구출하기 위해 떼사리촌으로 향하고, 타곤이 이그트라는것 드러난다."
6518,64680000,"타곤과 태알하의 아들, 아록왕자가 납치되고 아스달 왕궁은 발칵 뒤집힌다. 이때, 누군가 탄야에게 은밀히 접근하여 오랜 세월 숨겨져 있던 비밀의 장소로 인도한다. 한편 타곤과 태알하는 아록왕자를 구출하기 위해 떼사리촌으로 향하고, 타곤이 이그트라는것 드러난다."
6519,64680000,"타곤과 태알하의 아들, 아록왕자가 납치되고 아스달 왕궁은 발칵 뒤집힌다. 이때, 누군가 탄야에게 은밀히 접근하여 오랜 세월 숨겨져 있던 비밀의 장소로 인도한다. 한편 타곤과 태알하는 아록왕자를 구출하기 위해 떼사리촌으로 향하고, 타곤이 이그트라는것 드러난다."
6520,60326000,"드디어 제천대전의 암살을 피한 량미미는 요양을 하기 위해 경청을 따라 행궁 취미궁으로 가고, 거기서 남군왕의 호위를 받게 된다. 한편, 경청의 총애를 받던 궁녀 견미인은 왕의 총애를 뺏길까 봐 행궁으로 찾아오고, 경청이 미미를 대하는 태도가 달라지자 음모를 꾸민다."
6521,60067000,"드디어 제천대전의 암살을 피한 량미미는 요양을 하기 위해 경청을 따라 행궁 취미궁으로 가고, 거기서 남군왕의 호위를 받게 된다. 한편, 경청의 총애를 받던 궁녀 견미인은 왕의 총애를 뺏길까 봐 행궁으로 찾아오고, 경청이 미미를 대하는 태도가 달라지자 음모를 꾸민다."
6522,64154000,"영애의 생일잔치에 가게 된 세리는 뛰어난 기지를 펼쳐 마을 아줌마들의 마음을 사로잡고, 정혁을 찾아가던 중 택시가 고장 나 난감한 서단 앞에 승준이 나타난다. 한편 정혁은 세리가 장마당에서 실종됐다는 소식을 듣는데..."
6523,64154000,"영애의 생일잔치에 가게 된 세리는 뛰어난 기지를 펼쳐 마을 아줌마들의 마음을 사로잡고, 정혁을 찾아가던 중 택시가 고장 나 난감한 서단 앞에 승준이 나타난다. 한편 정혁은 세리가 장마당에서 실종됐다는 소식을 듣는데..."
6524,64154000,"영애의 생일잔치에 가게 된 세리는 뛰어난 기지를 펼쳐 마을 아줌마들의 마음을 사로잡고, 정혁을 찾아가던 중 택시가 고장 나 난감한 서단 앞에 승준이 나타난다. 한편 정혁은 세리가 장마당에서 실종됐다는 소식을 듣는데..."
6525,60326000,기억 수정술로 식택의 신분이 된 동화는 봉구의 영혼이 귤락의 몸에 있는 줄 알고 가까이에서 귤락을 돌본다. 아란약의 스승이자 봉구와도 친분이 있던 소맥엽은 봉구에게 아란약에 대해 알려주며 아란약 행세를 돕는데...
6526,64154000,"서울로 돌아온 허임의 마음은 연경의 노력에도 불구하고 차가워져만 간다. 연경의 트라우마가 계속되지만, 허임은 다가가지 못하고 남몰래 가슴 아파한다. 그러던 어느 날, 허임이 왕진하던 환자가 집을 탈출해 신혜병원으로 이송되는데..."
6527,64154000,"서울로 돌아온 허임의 마음은 연경의 노력에도 불구하고 차가워져만 간다. 연경의 트라우마가 계속되지만, 허임은 다가가지 못하고 남몰래 가슴 아파한다. 그러던 어느 날, 허임이 왕진하던 환자가 집을 탈출해 신혜병원으로 이송되는데..."
6528,65557000,"공자는 만미에게 혈련교의 최고 심법을 수련할 수 있게 해주고, 얼굴의 흉터를 치료할 약도 만들어준다. 심법을 수련하고 나온 만미는 깨달음을 얻고 새로운 삶을 살기로 다짐한다. 한편 차라는 만향에게 천살 차무를 죽이라는 명을 내리는데..."
6529,65557000,"공자는 만미에게 혈련교의 최고 심법을 수련할 수 있게 해주고, 얼굴의 흉터를 치료할 약도 만들어준다. 심법을 수련하고 나온 만미는 깨달음을 얻고 새로운 삶을 살기로 다짐한다. 한편 차라는 만향에게 천살 차무를 죽이라는 명을 내리는데..."
6530,64154000,"백성일과 다시 한번 의기투합하여 체납자들의 세금을 일사천리로 받아내는 38 사기동대 대원들. 하지만 더욱 독한 체납자 방필규의 등장으로 새로운 난관에 부딪친다. 한편, 세금 징수 사기팀의 존재를 눈치챈 이들이 서서히 38 사기동대의 목을 조여오기 시작하는데..."
6531,64154000,"백성일과 다시 한번 의기투합하여 체납자들의 세금을 일사천리로 받아내는 38 사기동대 대원들. 하지만 더욱 독한 체납자 방필규의 등장으로 새로운 난관에 부딪친다. 한편, 세금 징수 사기팀의 존재를 눈치챈 이들이 서서히 38 사기동대의 목을 조여오기 시작하는데..."
6532,66705000,주자훤은 강희가 탐관오리를 숙청하지 못할 거라며 이이환에게 이이환의 마음을 걸고 내기하자고 한다. 강희는 탐관오리를 모두 사형에 처하려 하지만 태황태후는 복잡한 조정 정세를 이유로 반대한다. 이이환은 약속을 어긴 강희를 사기꾼이라며 비난하는데...
6533,60067000,"천첸첸은 한숴와의 독약 사건을 계기로, 한숴 앞에서 독약의 부작용으로 무술 능력을 잃었다며 꾀병을 부린다. 그러자 한숴는 이를 자책하며, 천첸첸을 극진히 대접하기 시작한다. 한편, 화원의 보물인 용골을 마셔버린 한숴를 두는데..."
6534,60067000,"천첸첸은 한숴와의 독약 사건을 계기로, 한숴 앞에서 독약의 부작용으로 무술 능력을 잃었다며 꾀병을 부린다. 그러자 한숴는 이를 자책하며, 천첸첸을 극진히 대접하기 시작한다. 한편, 화원의 보물인 용골을 마셔버린 한숴를 두는데..."
6535,60067000,"천첸첸은 한숴와의 독약 사건을 계기로, 한숴 앞에서 독약의 부작용으로 무술 능력을 잃었다며 꾀병을 부린다. 그러자 한숴는 이를 자책하며, 천첸첸을 극진히 대접하기 시작한다. 한편, 화원의 보물인 용골을 마셔버린 한숴를 두는데..."
6536,60326000,원랑은 마살성이 부활하면 사봉을 살릴 수 있다며 선기를 유혹하지만 사봉은 되려 선기를 만류한다. 마지막 시간을 선기와 함께 조용히 보내고 싶어하는 두 사람 앞에 천계의 4성수가 나타나는데...
6537,60326000,"월미는 낮의 신과 밤의 신에게 인연의 끈을 던져 사랑에 빠트려서 각자의 책임을 소홀히 하게 한 죄로 처벌을 받을 위기에 처하고, 천계는 월미를 도와주기 위해 자신이 인연의 끈을 던졌다고 주장한다. 화가 난 적양은 천계에게 근신 처분을 내리는데..."
6538,60326000,"월미는 낮의 신과 밤의 신에게 인연의 끈을 던져 사랑에 빠트려서 각자의 책임을 소홀히 하게 한 죄로 처벌을 받을 위기에 처하고, 천계는 월미를 도와주기 위해 자신이 인연의 끈을 던졌다고 주장한다. 화가 난 적양은 천계에게 근신 처분을 내리는데..."
6539,66875000,육운기는 군구령을 기절시켜 신방에 데려오고 그제야 군구령이 구령 공주인 걸 알게 된다. 초양은 성국공을 역모죄로 체포하라 명하지만 추격하던 장군은 오히려 성국공의 탈출을 돕는다. 녕운소는 군구령이 실종됐다는 걸 알고 육운기를 찾아가 군구령의 행방을 묻는데...
6540,62573000,"무사들이 격렬한 영토 싸움을 벌이던 전국시대. 존경하는 이마가와 요시모토에게 볼모로 잡혔지만 즐겁게 살아가던 마쓰다이라 모토야스, 훗날의 도쿠가와 이에야스는 마음씨 착한 여인인 세나와 사랑에 빠진다."
6541,66705000,"위영락과 부찰 부항의 다정한 모습을 본 건륭은 위영락을 사면하려던 마음을 접고 역정을 낸다. 위영락이 시위와 사통했다는 죄로 하옥되고, 부찰 부항은 위영락을 구명하기 위해 애쓰는데..."
6542,66705000,"위영락과 부찰 부항의 다정한 모습을 본 건륭은 위영락을 사면하려던 마음을 접고 역정을 낸다. 위영락이 시위와 사통했다는 죄로 하옥되고, 부찰 부항은 위영락을 구명하기 위해 애쓰는데..."
6543,60326000,귤락의 처형이 정해지자 소맥엽은 봉구에게 생전의 아란약과 똑같이 침엽과 귤락을 구하라고 한다. 경화 부인은 귤락을 살려달라는 자신의 부탁을 왕군이 끝내 거절하자 침엽을 찾아가 도움을 청하는데...
6544,64659000,"선우와 보라의 연애 사실이 알려지자 골목은 발칵 뒤집힌다. 굿바이 쌍문동. 그 시절 가족의 사랑, 이웃 간의 따뜻함, 청춘의 찬란함, 첫사랑의 아픔, 설렘, 행복함 모두 가지고 현실로 돌아올 시간. 이 시간만은 따뜻했길. 함께 해 주셔서 감사합니다."
6545,60326000,"천기주를 노리고 온 오동과의 접전에서 선기와 사봉은 강물에 휩쓸려 알 수 없는 동굴에 갇히고, 선기는 상처를 입은 사봉의 가면을 벗겨낸다. 한편 영롱은 오동에게 잡혀 온갖 협박과 고문에 시달리는데..."
6546,66875000,잘나가던 걸그룹 캔디 소녀의 리더였던 탕쑤는 연이은 추문으로 인한 스트레스를 폭식으로 풀다 소위 뚱녀가 되자 그길로 잠수를 탄다. 시간이 흘러 음식 배달로 근근이 먹고살던 탕쑤. 팀원이던 위멍멍은 톱스타가 되는데...
6547,64154000,"안하무인 체납자 방필규 일가에 의해 청년 일자리 직원 안창호는 혼수상태를 맞이하고, 세금징수국 2과 강 과장은 서원시청을 떠나게 된다. 이에 분노한 백성일은 양정도를 찾아가 방필규의 체납 세금 500억을 반드시 받아내자고 다시 한번 사기 제안을 하게 되고..."
6548,60326000,"주석은 천기주에 가짜 열쇠를 넣어 영롱의 원신과 맞바꾸자는 제안을 하고, 요족 무리가 부옥도를 급습하며 지랑은 열쇠 두 개를 손에 넣는다. 한편, 동방청기는 부인과 지랑의 정체를 알고 분노하는데..."
6549,60326000,"주석은 천기주에 가짜 열쇠를 넣어 영롱의 원신과 맞바꾸자는 제안을 하고, 요족 무리가 부옥도를 급습하며 지랑은 열쇠 두 개를 손에 넣는다. 한편, 동방청기는 부인과 지랑의 정체를 알고 분노하는데..."
6550,60326000,"백결은 상고의 화를 풀어주기 위해 홍일이 가르쳐준 대로 상고를 칭찬하고, 천계는 백결과 상고의 묘한 분위기를 감지하고 불안해한다. 천계는 인연을 관장하는 보화와 짜고 신계에서 인연대회를 열어 상고에게 마음을 고백할 계획을 세운다."
6551,65557000,만미는 두 번째 임무에서도 목표를 죽이기 망설인다. 결국 한수가 자결함으로써 만미는 임무를 완수하게 되지만 죄책감을 떨치지 못한다. 궤획성의 13번째 지살이 된 만미에게 유광은 청죽원을 멀리하란 충고를 남기는데…
